Text,Spam
"Subject: re : caida ' metrics ' wg meeting , 2 mar 00 ( fwd )  hi amy , jim irvine ( ebs head of network planning ) and i ( team lead , ebs  research ) will attend the meeting . we will have our assistances ( christine  blair & kristy carnes , respectively ) arrange the trip . we will plan to come  in the night before and return on march 2 , 00 .  also , either vince kaminski ( md and head of enron research ) or stinson gibner  ( vp , enron research ) may also attend . they will let me know shortly if they  plan to attend .  regards ,  ravi .  p . s . our company name has been changed to enron broadband services  kristy , christine please make the appropriate travel arrangements . the place ,  time , etc . are listed .  amy @ sdsc . edu  02 / 24 / 00 07 : 07 pm  to : ravi thuraisingham / enron communications @ enron communications  cc :  subject : caida ' metrics ' wg meeting , 2 mar 00 ( fwd )  hi ravi ,  i wanted to follow up directly with you and see if you or anyone at enron  had any interest in participating in the proposed caida "" metrics "" working  group meeting ?  please let me know .  amy e . blanchard  caida  % % % % % % % % % % % % %  e - mail : amy @ caida . org  phone : ( 858 ) 534 - 8338  fax : ( 858 ) 534 - 5117  b . wg charters , meeting on 2 mar 00  i believe that we should instead run a single caida working group  on ' network metrics , ' rather than the two proposed earlier . my draft  of its charter is appended below . it focuses on producing educational  material about network measurement , and on developing new metrics - these  were the two areas of greatest interest amongst the caida members .  the wg co - chairs are  sue moon ( sprintlabs ) and brett watson ( mfn / abovenet )  you are invited to attend the first wg meeting .  the agenda is as follows . .  agenda for caida wg meeting on : thursday 2 mar 00  - - - - - - - - - - - - - - - - -  10 am - 4 pm , abovenet , downtown sjc ( see below for details )  - - - - - - - - - - - - - - - - - - - - - - - -  1 . review wg charter  - is it reasonable as set out in the draft ?  - what should be removed or added ?  2 . work through revised charter in detail  - identify the work required for each part  - determine who ' s willing to work on it  - attempt to determine delivery times  3 . discussion of new metrics  - first attempt at making a list of metrics to be considered  4 . anything else ?  location : abovenet is located in the knight - ridder building ,  attached to the fairmont hotel complex . the address is  50 w . san fernando st .  san jose , ca 95113  rsvp : to help us with organising the meeting , please send email to  nevil @ caida . org telling us how many will attend from  your organisation .  cheers , nevil  nevil brownlee visiting researcher  phone : ( 619 ) 822 0893 caida , san diego  caida network metrics working group : draft charter , tue 23 feb 00  goals :  1 education  + faq on what does ' measuring the internet actually mean ? '  - why measure anyway ?  - what can be measured ? how ? where ? by whom ?  - active vs passive , end - to - end vs provider network only ,  application vs transport layer  - rating schemes : provider ' net performance ' pages , internet  ' weather map ' s , keynote , etc .  publish as caida web pages , or maybe as an info rfc  + survey paper on metrics and internet measurement  - current measurement efforts ( surveyor , ripe test traffic ,  amp , iperf , at & t , keynote , skitter , . . . )  - current tools  publish as caida web pages  2 service metrics  + define new metrics  - taxonomy of current metrics ( ippm , rtfm , itu , . . )  - summary of metrics used for current services  - gather information / ideas about new / emerging services ,  especially diffserv - based ones  - make list of new metrics , either to improve measurement of  existing services or to support new ones  [ list of ' metrics ' questions ( appendix a ) goes here ]  + organise experimental implementation / testing of tools  for new metrics  + make recommendations on implementation  - define core set of ' really useful ' metrics  - recommend that caida implement these as a  ' service measurement toolkit '  + publish new metric definitions through ippm or rtfm  + produce document "" measurement requirements for hardware / software  vendors . "" publish on caida web pages  appendix a : questions from the earlier draft caida wg charters  a . what types of network - and transport - layer metrics are being  used by isps in engineering and operating their networks ?  by customers for verifying service guarantees ?  b . what new services are being ( or are likely to be ) offered , e . g .  diffserv ? is there a need for higher - layer metrics to better  monitor and manage these services ?  c . will these new differentiated transport - and  application - layer services need new metrics ?  d . how can the service metrics be measured in a multi - isp  environment ?  e . how can customers verify these measurements ?  f . what requirements would service measurement introduce for  equipment vendors ?  g . how relevant are specific techniques ( e . g . which flow ) and  points of measurement to specific users ( isp , customer , etc . )  requirements ?  h . how do these metrics relate to network behavior as perceived  by users ? how do they correlate with performance ?  appendix b : background on the ietf working groups  * rtfm wg : realtime traffic flow measurement  rtfm is concerned with passive measurements of two - way traffic flows ,  specified in terms of their end - point attributes . its primary goal was  to produce an improved traffic flow measurement model considering at least the  following needs :  a . wider range of measurable quantities , e . g . those  relating to ipv 6 , and to class of service  b . simpler ways to specify flows of interest  c . better ways to control access to measured flow data  d . strong focus on data reduction capabilities  e . efficient hardware implementation  * ippm wg : ip performance measurement  the ippm wg charter is to develop a set of standard metrics that can  be applied to the quality , performance , and reliability of internet  data delivery services . these metrics will be designed such that they  can be performed by network operators , end users , or independent  testing groups . it is important that the metrics not represent a value  judgement ( i . e . define "" good "" and "" bad "" ) , but rather provide unbiased  quantitative measures of performance .  rfcs  framework for ip performance metrics ( rfc 2330 )  metrics :  connectivity ( rfc 2678 ) ,  one - way delay ( rfc 2679 ) , one - way packet loss ( rfc 2680 )  round - trip delay ( rfc 2681 )  i - ds  bulk transfer capacity ( 2 x )  instantaneous packet delay variation  one - way loss patterns  * other wgs  the rmonmib wg is thinking about ' application performance  measurement . ' this is clearly a hard problem ( e . g . does this just  mean response - time measurement , can it be done by passive means , how  should the measurements be presented , etc . ) .  in short  - rtfm provides a good distributed measuring system for traffic  volumes  - ippm has concentrated on transport - layer behaviour of the  current , best - effort internet .  - rmonmib is beginning to consider application - layer measurement",0
"Subject: re : chase  chris ,  we don ' t have yet any report on broadband that might help you , developed  internally  by my group . we are working on a tutorial and we shall send you a copy when  it ' s ready .  the person who can give you an introduction to this market is ravi  thuraisingham .  vince  chris holmes @ ees  04 / 05 / 2000 09 : 55 pm  sent by : chris holmes @ ees  to : vince j kaminski / hou / ect @ ect  cc :  subject : chase  vince :  i am working now in ees as the chase national account manager and am  developing new products to sell chase . one of the products i am working on  integrates the provision of broad band with a package of computer  hardware and software for a company ' s employees .  i can explain more if you are interested .  i understand you put together a report on broadband which has helped educate  people as to the technology and economics . can i get a copy ? .  also do you have any analyses on chase that might help me detect other  opportunities ?  is there anyone on your staff with whom i should talk ?  thanks  chris",0
"Subject: re : mountaintop meetings next week  ravi ,  it ' s fine with me . i think the expense is justified ( as it ' s equal to the  cost of the alternative ) .  vince  ravi thuraisingham @ enron communications on 03 / 09 / 2000 12 : 44 : 01 pm  to : stinson gibner / hou / ect @ ect , vince kaminski  cc :  subject : mountaintop meetings next week  fyi , i may have to stay over weekend . vince , if that is the case , i may have  to bring my wife or allow her to go to her sister for a week etc . i may ask  john to cover some of that cost as ( i think ) he is done with other people .  i ' ve seen other guys family members showup . this cost would equal what ebs  would have spend to send me home and bring me back again , etc .  ravi .  - - - - - forwarded by ravi thuraisingham / enron communications on 03 / 09 / 00 12 : 36  pm - - - - -  jeanette busse  03 / 09 / 00 10 : 16 am  to : dayne relihan / enron communications @ enron communications , dorn  hetzel / enron communications @ enron communications , jeanette busse / enron  communications @ enron communications , jim irvine / enron communications @ enron  communications , john bloomer / enron communications @ enron communications , john  griebling / enron communications @ enron communications , kelly williams / enron  communications @ enron communications , kenny burroughs / enron  communications @ enron communications , kevin kohnstamm / enron  communications @ enron communications , laura beneville / enron  communications @ enron communications , phil sisneros / enron communications @ enron  communications , ravi thuraisingham / enron communications @ enron communications ,  rob kolosvary / enron communications @ enron communications , scott smith / enron  communications @ enron communications , steve elliott / enron communications @ enron  communications , steve mcnear / enron communications @ enron communications , tom  huntington / enron communications @ enron communications , kenton erwin / enron  communications @ enron communications , rebecca lynch / enron communications @ enron  communications , stewart seeligson / enron communications @ enron communications  cc : sheryl lara / enron communications @ enron communications , judy timson / enron  communications @ enron communications , cheryl kondo / enron communications @ enron  communications  subject : mountaintop meetings next week  team ,  all meetings with hamachi during march 14 - 17 are located at the hamachi  campus .  negotiations  - - the negotiation meeting room is 21 - 10 . this is in building 2000 ( main  building with circular drive ) , the conference room is on the ground floor ,  right hand side .  - - all morning drinks , lunches and afternoon refreshments are scheduled ( 20  people )  - - the schedule is as follows :  tue 3 / 14 1 : 00 pm - until both parties agree to end .  wed 3 / 15 9 : 00 am - until both parties agree to end .  thu 3 / 16 9 : 00 am - until both parties agree to end .  fri 3 / 17 9 : 00 am - 3 : 00 pm  the negotiation team includes :  john griebling  steve elliott  stewart seeligson  tom huntington  kenton erwin  breakout meetings  the following rooms reserved for full days , tuesday through friday in  building 3000 .  34 a - 302  34 a - 702  34 a - 703  34 a - 705  - - coffee , lunch and afternoon drinks for 25 people , starting tuesday @ lpm  is also scheduled for delivery in 34 a - 302 as well .  the breakout team participants include :  laura beneville  jeanette busse  kenny burroughs  jim irvine  rebecca lynch  dayne relihan  scott smith  ravi thuraisingham  rob kolosvary  kelly williams  please let me know if you have any questions .  jeanette",0
"Subject: re : czesc  wicku ,  oczywiscie , ze sie spotkam z radoscia i przyjemnoscia .  sporo czasu minelo od czsu , gdy sie ostatni raz widzielismy .  w gre wchodzi praktycznie czwartek wieczorem . w srode sie przeprowadzam ,  a w piatek lece do nj o 21 : 30 .  moj telefon : 408 - 855 - 0263 .  na razie ,  grzegorz  - - - - - original message - - - - -  from : vince . j . kaminski @ enron . com [ mailto : vince . j . kaminski @ enron . com ]  sent : monday , february 05 , 2001 10 : 29 am  to : gnapi @ intertrust . com  cc : vince . j . kaminski @ enron . com ; vkaminski @ aol . com  subject : czesc  grzegorz ,  ludmila doniosla mi , ze pracujesz w kalifornii .  bede w berkeley w srode i w palo alto w czwartek i piatek .  czy masz czas , by spotakc sie na obiad / lunch / kawe ?  pozdrowienia  wicek",0
"Subject: enside newsletter  good afternoon , mr . kaminski !  thank you for agreeing to an interview for a business unit article for the  next enside . molly magee spoke very enthusiastically about you and your  group .  i am on your calendar for thursday , march 1 at 10 am . i will bring a tape  recorder and plan to finish in 30 - 45 minutes . attached , please find some  possible questions / topics for us to discuss .  please call me if you have any questions .  thanks again .  kathie grabstald  ews public relations  x 3 - 9610",0
"Subject: summer associate mentor  the summer associate program is a critical component of our recruiting  efforts . we appreciate you acting as a mentor for the following summer  associate .  vince ,  a reception to introduce you to the summer associates is scheduled for june  22 nd . the reception will be held from 6 : 00 pm until 7 : 30 pm at sierra ' s  grill located at 4704 montrose ( 713 - 942 - 7757 ) . we have also provided the  summer associate with your name and phone number ; however , we encourage you  to contact guiseppe prior to the reception if possible .  please rsvp your attendance to cheryl kuehl at x 39804 or by email .  thank you  charlene jackson",0
"Subject: = ? iso - 8859 - 1 ? q ? fw : _ cd _ nua _ do _ dhamhsa = ed _ ch = e 9 il = ed ? =  - - - - - original message - - - - -  from : rathcairn  to : automail  script ; automail  script ; astraea @ iol . ie ; ?se tobin ; arabenl 6313168 @ hotmail . com ; aofarachain @ tinet . ie ; aofarachain @ eircom . net ; anthony  gorman ; ann - mari bergkvist ; annemarie meehan ; annemarie mcdonnell ; anne 7172 @ arabia . com ; anna  swelund ; anna ni thuama ; ann faherty  ; anewloan @ mail . ru ; andy  plunkett ; andrew  delany ; andrea nic oscair ; an  fhiontarlann ; amurtagh @ tinet . ie ; amanda n?  ghuidhir ; als 2 @ hotmail . com ; alpha @ fun . 21 cn . com  ; allen moira  ; allen carberry ; alex _ doyle @ ie . ibm . com ; alan mcgowan ; alain  civel ; aishling n? raghallaigh ; ?ine m?ire n? choile?in ; aine  guilfoyle ; ailin . nichuir @ ucd . ie ; ail?n n?  h?g?in ; aileen  o ' meara , rte ; advisor @ physiciansblend . net ; adshwe @ bekkers . com . au ; adrian 28 @ esatclear . ie ; admin ; ade kallas ; adare productions ; abqewvbgf @ iinet . net . au ; aal 133777 @ yahoo . com ; a _ crothers @ looksmart . com . au ; 89 ok 7 yumhjn @ msn . com ; 12 unidiploma @ msn . com ; ogbvll 2 jf @ solvo . spb . su ; daithi mac carthaigh ; d 7596 @ go . ru ; d 23463 @ portugalmail . com  cc : 09886 w @ ams . com . br ; 0815 @ activate . de ; 01 bb 91 b 2 . 7 e 887960 @ genesys . pt ; 00 luke @ upline . se  sent : tuesday , may 21 , 2002 3 : 47 pm  subject : cd nua do dhamhsa? ch?il?  a chara ,  email gairid le cur in i?l duit faoi  dhl?thdhiosca nua at? ar f?il dona damhsa? ch?il? is coitianta i measc daoine  ?ga .  t? ceol ar dona damhsa? seo a leanas  :  balla? luimn?  briseadh na carraige  baint an fh?ir  ionsa? na hinse  port an fh?mhair  cor na s?og  r?ic? mh?la  tonna? thora?  droichead ?tha luain  staic?n eorna  se?in?n  cor beirte  shoe the donkey  waltzes  agus eile  is f?idir an cd a cheannach tr?d www . damhsa . com  n? 086 8339082  le meas ,  brian ? broin",1
"Subject: technical analysis  more fallout  - - - - - - - - - - - - - - - - - - - - - - forwarded by mike a roberts / hou / ect on 05 / 04 / 2001  03 : 03 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -  from : lee ferrell / enron @ enronxgate on 05 / 04 / 2001 02 : 26 pm  to : mike a roberts / hou / ect @ ect  cc :  subject : technical analysis  mike ,  our department has been using your technical analysis to support commercial  decisions . you stated that these services would be discontinued . we opted  to use your technical analysis in lieu of outside services . please continue  to provide technical analysis data with regard to natural gas ( candlestick  and elliot wave ) .  lee ferrell  director , risk management and reporting  ets",0
"Subject: re : fwd : happy st . patricks day  jana ,  great attachment . thanks .  saturday , march 25 works for me . i shall call or e - mail you from california to  talk about the time . early afternoon would be great .  vince  jlpnymex @ aol . com on 03 / 17 / 2000 10 : 58 : 54 am  to : vkamins @ enron . com  cc :  subject : fwd : happy st . patricks day  vince ,  how about saturday , march 25 ? call or email me next week , to let me know what  time would be good for you . have a good trip to california and a happy st .  patrick ' s day today !  jana  return - path :  received : from rly - ydol . mx . aol . com ( rly - ydol . mail . aol . com [ 172 . 18 . 150 . 1 ] ) by  air - ydol . mail . aol . com ( v 70 . 19 ) with esmtp ; fri , 17 mar 2000 10 : 06 : 51 - 0500  received : from mta 3 . rcsntx . swbell . net ( mta 3 . rcsntx . swbell . net  [ 151 . 164 . 30 . 27 ] ) by rly - ydol . mx . aol . com ( v 70 . 19 ) with esmtp ; fri , 17 mar 2000  10 : 06 : 26 - 0500  received : from postoffice . swbell . net ( [ 207 . 193 . 12 . 192 ] ) by  mta 3 . rcsntx . swbell . net ( sun internet mail server  sims . 3 . 5 . 2000 . 01 . 05 . 12 . 18 . p 9 ) with esmtp id  for jlpnymex @ aol . com ; fri , 17 mar  2000 09 : 04 : 52 - 0600 ( cst )  date : fri , 17 mar 2000 08 : 57 : 53 + 0000  from : ckcrews @ swbell . net  subject : happy st . patricks day  to : jana  reply - to : ckcrews @ swbell . net  message - id :  mime - version : 1 . 0  x - mailer : mozilla 4 . 05 [ en ] c - sbis - nc 404 ( winnt ; u )  content - type : multipart / mixed ; boundary = "" - - - - - - - - - - - - eed 862 df 35 cd 73 flfo 74403 a ""  - stpat . exe",0
"Subject: localized software , all languages available .  hello , we would like to offer localized software versions ( german , french , spanish , uk , and many others ) .  ail iisted software is availabie for immediate download !  no need to wait 2 - 3 week for cd deiivery !  just few exampies :  - norton lnternet security pro 2005 - $ 29 . 95  - windows xp professionai with sp 2 fuil version - $ 59 . 95  - corel draw graphics suite 12 - $ 49 . 95  - dreamweaver mx 2004 ( homesite 5 . 5 inciuding ) - $ 39 . 95  - macromedia studio mx 2004 - $ 119 . 95  just browse our site and find any software you need in your native ianquaqe !  best regards ,  rupert",1
"Subject: london update  vince ,  more fuel for our discussion with john sheriff today ,  mike  - - - - - - - - - - - - - - - - - - - - - - forwarded by mike a roberts / hou / ect on 04 / 25 / 2001  05 : 44 am - - - - - - - - - - - - - - - - - - - - - - - - - - -  enron north america corp .  from : stephen bennett @ enron 04 / 25 / 2001 04 : 05 am  to : jose marquez / corp / enron @ enron , mike a roberts / hou / ect  cc : tony hamilton / eu / enron @ enron  subject : softs ( ag ) support  hi guys ,  i thought i would quickly update you on a few meetings we ' ve had with the ag  folks here over the past 2 days . they are extremely interested in weather  support and appear to be our most enthusiastic customer group to date . a  summary :  1 ) they are interested in cocoa , coffee and sugar . specifically :  brazil : londrina , bauru , lavras ( all wmos available in accuweather )  vietnam : kentum , dalat ( no data immediately evident )  ivory coast : man , gagnoa ( wmos in accuwx )  indonesia : sumatra - kotubumi , sulawesi - dolo ( no data immediately evident )  2 ) they are specifically interested in event spikes - extreme temperature ,  precipitation or wind . they are also interested in any trend information we  can devise . links between enso or other large scale oscillations that could  have long range effects . tony has already given their group a 101 course on  enso and its impacts on these areas .  3 ) they would eventually like daily am briefings - along with a daily product  related to their market ( ie precip / temp graphs etc )  4 ) they do not begin actually trading for another 6 to 8 weeks - so we have  some time to experiment with the type of support that fits them best .  tony and i agree that we would like to brainstorm this a bit with you guys to  see what exactly can be produced daily - as efficiently as possible . we  should be able to add any lat / long points we want to the list of  international cities streaming through from the mrf / avn / ecmwf from earthsat .  the problems here would be the models ' problems handling tropical weather  along with specific local effects - especially in indonesia .  let ' s talk about this at some point and get our thoughts together .  steve",0
"Subject: clear benefits of creative design  lt is really hard to recollect a company : the  market is full of suqgestions and the information isoverwheiming ; but a good  catchy logo , stylish statlonery and outstandlng webslte  wiil make the task much easier .  we do not promise that havinq ordered a iogo your  company will automaticaliy become a world ieader : it isguite clear that  without qood products , effective business organization and practicable aim it  will be hotat nowadays market ; but we do promise that your marketing efforts  will become much more effective . here is the list of clear  benefits : creativeness : hand - made , original logos , specially done  to reflect your distinctive company image . convenience : logo and stationery  are provided in all formats ; easy - to - use content management system letsyou  change your website content and even its structure . promptness : you  will see logo drafts within three business days . affordability : your  marketing break - through shouldn ' t make gaps in your budget . 100 % satisfaction  guaranteed : we provide unlimited amount of changes with no extra fees for you to  be surethat you will love the result of this collaboration . have a look at our  portfolio _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ not interested . . . _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _",1
"Subject: re : bei enron  anjam ,  can you , please , invite gordian kemen to an interview in london ?  stinson , zimin , vasant and krishna can interview  him from houston ( video conference ) .  vince  - - - - - - - - - - - - - - - - - - - - - - forwarded by vince j kaminski / hou / ect on 04 / 04 / 2000  10 : 13 am - - - - - - - - - - - - - - - - - - - - - - - - - - -  jens gobel @ enron  03 / 16 / 2000 05 : 36 pm  to : vince j kaminski / hou / ect @ ect  cc :  subject : re : bei enron  gordian kemen on 03 / 15 / 2000 09 : 13 : 47 am  to : jens . gobel @ enron . com  cc :  subject : career opportunities @ enron  hi vince ,  following up to our chat on the phone .  gordian kemen will be arriving in austin on the 16 th . he will be staying in  austin for 2 weeks . he would very much appreciate to have the opportunity to  have a talk with you to find out if there is a place for him at enron . you  can reach him under ( 512 ) 301 - 9819 ( his parents in law ' s phone number ) .  thanks a lot for you help and attention ,  jens  - gordianresume . pdf",0
"Subject: year end 2000 performance feedback  note : you will receive this message each time you are selected as a reviewer .  you have been selected to participate in the year end 2000 performance  management process by providing meaningful feedback on specific employee ( s ) .  your feedback plays an important role in the process , and your participation  is critical to the success of enron ' s performance management goals .  to complete requests for feedback , access pep at http : / / pep . corp . enron . com  and select perform review under performance review services . you may begin  providing feedback immediately and are requested to have all feedback forms  completed by friday , november 17 , 2000 .  if you have any questions regarding pep or your responsibility in the  process , please contact the pep help desk at :  houston : 1 . 713 . 853 . 4777 , option 4  london : 44 . 207 . 783 . 4040 , option 4  email : perfmgmt @ enron . com  thank you for your participation in this important process .  the following is a cumulative list of employee feedback requests with a  status of "" open . "" once you have submitted or declined an employee ' s request  for feedback , their name will no longer appear on this list .  review group : enron  feedback due date : nov 17 , 2000  employee name supervisor name date selected  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -  crenshaw , shirley j wincenty j kaminski oct 26 , 2000  kindall , kevin vasant shanbhogue oct 30 , 2000  lamas vieira pinto , rodrigo david port oct 31 , 2000  supatgiat , chonawee peyton s gibner oct 27 , 2000  tamarchenko , tanya v vasant shanbhogue oct 26 , 2000  villarreal , norma e sheila h walton oct 26 , 2000  walton , sheila h david oxley oct 27 , 2000  yaman , sevil vasant shanbhogue oct 27 , 2000  yuan , ding richard l carson oct 31 , 2000",0
Subject: please note that my email address has been changed to : jhanley @ riskwaters . com  please update your address books .  thanks .  joel .  direct : + 44 ( 0 ) 20 7484 9885  www . riskwaters . com  - attl . htm,0
"Subject: in the heart of your business !  corporate image can say a lot of things about your  company . contemporary rhythm of life is too dynamic . sometimes it takes only  several seconds for your company to be remembered or to be iost among  competitors . get your logo , business stationery or website done right  now ! fast turnaround : you wiii see severai ioqo variants in three  business days . satisfaction quaranteed : we provide uniimited amount of  chanqes ; you can be sure : it wili meet your needsand fit your  business . fiexibie discounts : loqo improvement , additional formats , buik  orders , special packages . creative design for competitive price : have a look at it right  now ! _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ not interested . . . _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _",1
"Subject: [ ilug - social ] we want to trade with you  why spend your hard earned cash ?  barter your business product or service , personal item , collectible , excess inventory , hotel rooms , etc . for items and services you need . . . . . . . save your cash ! ! ! ! !  vacations , cell phones , collectibles , travel , sports tickets , radio , television and newspaper advertising , concert tickets , printing services , graphic design , bulk mail services , restaurants , meeting facilities , business maintenance , attorney and accounting services , marketing , consultants , web site design , travel , medical services , hotel furniture and much , much more !  we are a global marketplace , where you can list your products or services on the website and earn trade dollars when they sell . use these dollars to purchase what you need . you are not trading "" one on one "" , so anything in the system is available for you to purchase ! ! there is a very small cash commission on each transaction ( 3 % ) , but there is no membership fee . . . . . . its free . . . . . . . there are no monthly fees , no listing fees , no renewal fees .  we give you a $ 1500 credit line to start immediately ! ! !  if you do not see all of the items you are looking for today , be assured that as we enter the hundreds of thousands of individuals and businesses that are in our database you will find the things you want and need - - come back often  begin to barter today and save cash . . . . . . . it will be the best thing you ever did !  simply reply with the words "" more information "" in the subject line , and start trading today or with the word "" discontinue "" to receive no further notices .  - -  irish linux users ' group social events : social @ linux . ie  http : / / www . linux . ie / mailman / listinfo / social for ( un ) subscription information .  list maintainer : listmaster @ linux . ie",1
"Subject: re : informs abstract ( fwd )  - - - - - - - - - - forwarded message - - - - - - - - - -  date : sun , 1 oct 2000 14 : 29 : 20 - 0400 ( edt )  from : shijie deng  to : vkaminski @ aol . com  cc : shijie deng  subject : re : informs abstract  vince ,  thanks for the abstract ! for the purpose of the conference program  listing , the conference organizers need a title and an abstract which is  longer than 50 words . based on the abstract that you sent me , i took the  liberty to make up a title and the 50 - word abstract ( attached below ) .  please make changes as you feel necessary and send them back to me . i ' ll  send them out to the organizers once i get your confirmation on this .  best ,  shijie  title : current challenges in modeling power price volatility  author : dr . vince kaminski , head of quantitative research , enron capital &  trade resources  abstract :  the power market developments in the us have created several unique  challenges for energy industry economists . we discuss the major factors  underlying  the exceptionally high volatility of electricity prices . we feel that some of  them may be a necessary price to pay for increased market efficiency and  expanded customer choice .  shi - jie deng  assistant professor  school of isye  georgia institute of technology  office phone : ( 404 ) 894 - 6519  e - mail : deng @ isye . gatech . edu  home page : http : / / www . isye . gatech . edu / ~ deng  on sun , 1 oct 2000 vkaminski @ aol . com wrote :  > shijie ,  >  > i am sending you the abstract for my informs presentation .  >  > vince  >  >  > * * * * *  >  >  > the last three years were characterized by exceptionally high volatility of  > the power prices in the us markets . the market developments have created a  > number of unique challenges for energy industry economists . one immediate  > question we have to answer is how to measure volatility of energy prices .  > although we can all agree that the prices in the power markets are  > characterized by high variability , the traditional measures used in  financial  > economics ( annualized standard deviation of log price returns ) may not fit  > well electricity prices . the second challenge is to explain the sources of  > high price volatility and to answer the question to what extent it can be  > attributed to problems that can be addressed in the long run . such problems  > include flaws in market design that allow some market participants to abuse  > market power , limited availability and / or unequal access to transmission ,  > temporary shortages of generation capacity . some factors underlying high  > volatility of electricity prices may be of permanent nature and may be a  > necessary price to pay for increased market efficiency and expanded customer  > choice .  >",0
"Subject: unbelievable new homes made easy  im wanting to show you this  homeowner  you have been pre - approved for a $ 454 , 169 home loan at a 3 . 72 fixed rate .  this offer is being extended to you unconditionally and your credit is in no way a factor .  to take advantage of this limited time opportunity  all we ask is that you visit our website and complete  the 1 minute post approval form  look foward to hearing from you ,  dorcas pittman",1
"Subject: money : $ 21362  dear homeowner , you have been pre - approved for a $ 400 , 000 loan at a low fixed rate . this offer is being extended to you unconditionally and your credit is in no way a factor . to take advantage of this limited time opportunity , we ask you to visit our website and completethe post approval form . http : / / www . homefastcash . com / ? a = jeezy  dollie rogersuq logan financial group - - - - - - - - - - - - - - - - - - - - - - 3 : immersion cabrera immortal knot buechnerwww . oprefi . net / book . php . . . not interested",1
"Subject: very cool offrr  how to save on your medlcations gabion over 70 % .  pharms select hop - successfull and proven popcorn way to save your secret money .  spinal v  codicil ag  metayer al  l noctambulizm u  skilly l  r rochet a ginnery cl  i calculating sva gudgeon l  doomed m  andmanyother .  best prlces extrude .  worldwide shlpp confront lng .  easy or hypothesis der form .  total confiden conquest tiaiity .  250 , 000 s hyssop atisfied customers .  order t egoistic oday and save !",1
"Subject: missing prc information  vince , the following information is missing from your employee profile which  will be used at the md prc meeting on 8 / 15 / 00 :  current responsibilities  previous experience at enron  please go into your gis file and update by end of business day monday , july  31 st .  if you have any questions or problems getting into your file , please call  kathy schultea at ext 33841 .  thank you .",0
"Subject: wti simulation model 30 , 000 bbl / trade  john ,  attached are updated results of zimin ' s model assuming each trade is on a  total notional of 30 , 000 bbls . note that i have re - scaled the results to be  in $ mm .  - - stinson  open - close prices continuous prices",0
Subject: christmas baskets  the christmas baskets have been ordered .  we have ordered several baskets .  individual earth - sat freeze - notis  smith barney group baskets  rodney keys matt rodgers charlie  notis jon davis move  team  phillip randle chris hyde  harvey  freese  faclities  iain russell darren  prager  telephone services  mary  martinez  ( robert knights dept . )  trina  williams  daniel hornbuckle  todd butler  pamela ford  ozarka -  maryam golnaraghi  special baskets  greg whalley  richard weeks  any questions please contact kevin moore  other request contact kevin moore  price information contact kevin moore  please also if you need any assistance with your christmas cards let me know .  thanks kevin moore,0
"Subject: re : factors for us power curves  tanya ,  i have checked the factors for us power and all except the  following are acceptable :  rl 1 , rlc , rlf , rlj , rlk , rll , rlm , rln , rlz , r 4 a , r 4 b .  for global liquids , the requisite curves have been submitted to the  liquids team . i will review their results and confirm .  naveen  tanya tamarchenko @ ect  01 / 25 / 2001 12 : 52 pm  to : naveen andrews / corp / enron @ enron , rabi de / na / enron @ enron , jaesoo  lew / na / enron @ enron  cc : oliver gaylard / lon / ect @ ect  subject : re : factors for us power curves  naveen ,  attached spreadsheet contains the factors for us power curves calculated  based on 9 / 28 / 00 - 11 / 28 / 00 data in stage with the latest version of vatrfacs .  by specifying integer number from 1 to 32 in cell jl you can see the factors  for different regions .  i suggest to consider the following sets of factors as acceptable :  rla , rle , r 2 , r 2 a , r 2 b , r 3 , r 3 a , r 3 b , r 4 , r 4 c , r 5 , r 5 a , r 6 , r 7 , r 7 a , r 8 , r 9 .  please review and confirm .  tanya .",0
